word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,Label
0,0,0,0,0,0,0,0,0,0,1227,1,1210,283,1,1
0,0,0,0,0,0,0,1448,1315,94,1,1,1,164,137,0
0,0,0,0,0,0,6,319,751,536,1473,1,1,401,5,0
0,0,0,0,0,0,0,0,67,1,726,1,1,1,11,0
0,0,0,1,1,1,1,370,534,1,582,1,1,1,994,1
1,100,474,1,93,75,507,1,247,372,1,1104,635,152,30,1
0,0,0,1,1378,1,78,140,22,934,278,191,1,274,713,1
0,0,0,0,0,207,1031,257,498,73,1357,1133,1358,73,480,1
0,0,0,0,0,0,0,159,1,11,3,503,50,4,2,0
0,0,0,0,0,0,0,0,1,1,1,708,1,1,2,0
0,0,0,0,0,0,0,0,0,0,1,352,1,1,1,1
0,0,0,0,0,0,0,803,1,186,124,1449,547,7,2,0
0,0,0,0,0,0,6,1,1,724,1,1376,1,382,5,0
0,0,0,0,0,0,0,1,1,1,830,68,157,209,125,1
0,0,0,0,0,0,0,0,0,0,0,272,1,1,1,0
0,0,0,0,0,0,0,0,0,419,399,148,146,516,315,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,1,958,1,260,1,1,1,1,147,1,1
0,0,0,0,0,0,0,0,0,0,1,1211,365,1,1,1
0,0,0,0,0,0,330,1,1,1,1,1,117,1,427,0
531,1,73,95,311,322,1,1,1,291,906,95,32,315,93,1
0,0,0,0,0,0,0,435,301,35,1,225,63,1,5,0
0,0,0,0,0,0,1,1,1,170,1,1392,72,721,1,1
0,0,0,0,0,0,0,0,0,1070,17,1404,1,1,1,0
0,0,0,0,0,0,0,0,1,1,1,1,14,7,2,0
0,0,0,0,0,0,1,1,1,3,1,1316,1176,1,2,0
0,0,0,0,0,9,26,36,1276,1,85,1,74,210,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,176,1,1
0,208,3,1,1,66,72,797,355,473,265,350,1,225,43,0
0,0,0,0,0,0,79,1,1,1255,1,1,1,2,16,0
0,0,0,0,0,1,1,624,56,1,1,1,1,1,54,1
0,0,0,0,0,0,0,9,1,1,284,27,1317,4,2,0
0,0,0,0,0,0,60,617,1,420,550,1,1,91,2,0
0,0,0,0,0,0,0,0,0,10,1,1,1,1,5,0
0,0,0,0,0,0,0,1,227,1,18,8,14,7,2,0
0,0,0,0,1,1,1,279,1,1342,1188,1299,73,1,443,1
0,0,0,0,0,0,0,0,0,0,83,1450,1,1,5,0
0,0,0,0,0,0,0,0,0,1,1,1,1,802,2,1
0,0,0,0,0,0,0,0,0,1,1,3,31,1,1094,1
0,0,1,1,596,1,4,10,161,1,136,1,1,13,34,0
0,0,0,0,0,0,0,998,851,1,1,881,1393,1,2,0
0,0,0,0,0,0,0,0,80,1,79,1284,18,6,2,0
0,1001,487,1,428,1,68,883,1,155,1,512,1,1,33,1
0,0,0,0,0,0,0,1,99,1312,1,1,1,1,2,1
0,0,0,0,0,0,1,1,1,44,719,1,1,500,54,0
0,0,0,0,0,0,0,0,0,1,81,599,1350,920,11,0
0,0,0,0,0,729,1,1,1,1,1,1,35,182,2,0
0,0,0,0,0,0,0,0,8,1,1,1,4,2,16,0
0,0,0,0,0,0,0,848,1,1,981,946,1405,1,212,1
0,0,0,0,0,0,0,0,0,0,69,1,203,1,90,1
0,0,0,637,26,798,1,122,1,1,172,1,108,348,1,1
0,0,0,0,0,0,0,1,1152,1,1391,871,92,1,64,1
0,0,0,0,0,0,0,0,0,0,10,1,1,1,5,0
0,0,0,0,80,1,318,188,235,1,1,1,95,48,64,1
0,0,0,0,1,1,13,1,1,1,36,1,18,6,2,0
0,0,0,0,0,10,332,1,572,709,940,876,39,1,5,0
0,0,0,0,0,1,1,104,1,1,1,118,1,358,2,0
0,0,0,0,1142,534,1,1,1,1,118,76,1,1,2,1
0,0,0,0,0,0,0,0,1,1,1,1,1492,1,204,1
0,0,0,0,0,0,0,0,0,1,980,1,1,147,1,1
0,0,0,0,0,0,0,0,61,1005,1390,1299,1,1,54,1
0,0,0,0,0,1,1,1,1,1,1,821,517,1,54,1
0,0,0,0,0,0,0,0,609,464,1,1,1,1079,34,1
0,0,0,0,0,0,0,0,0,0,0,1,1,649,59,1
0,0,0,0,0,0,8,175,1402,291,14,3,1,4,2,0
0,0,0,0,0,0,0,1,151,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,0,1,116,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,341,1
0,1,350,70,1,23,482,1,1,1,55,1,1,2,16,0
0,0,0,0,0,0,0,0,8,1,1245,1132,1,4,2,0
0,0,0,0,202,94,1248,1,1064,253,877,110,1,103,98,1
0,0,0,0,0,0,3,1451,1,1,1,203,62,95,45,1
0,0,0,0,0,0,0,0,6,207,1,3,181,1,5,0
0,0,0,1,1,1375,102,1,87,59,1,1,1,1,1,1
0,0,0,0,0,344,1,1,1,115,409,46,1,821,2,0
0,0,0,0,0,0,1,334,1,1,1,788,15,29,57,1
0,0,0,0,0,8,299,1,326,354,100,1,1,4,2,0
0,0,0,0,0,0,0,0,1,1,1,1,1,343,2,0
377,378,1417,1418,1,3,353,1,1090,1,1419,395,587,35,680,1
0,0,0,0,0,58,1,129,572,709,1,114,1,1,2,0
0,0,0,0,0,0,0,0,9,1,14,479,1,7,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,740,1
0,0,0,0,0,0,0,0,0,0,659,359,18,6,11,0
0,0,0,0,0,0,0,0,83,32,187,1,1,1,5,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,0,1,1,194,1,746,1,78,28,31,144,1,4,2,0
0,0,0,0,0,175,288,67,1,405,404,163,1,22,154,0
0,0,0,0,0,0,0,0,59,383,12,3,1,1,1,1
0,0,0,0,1,441,1,23,833,1,1,1,910,46,2,0
0,0,0,0,0,0,0,0,0,0,1,1,171,1,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,380,1,1,568,32,1246,20,19,1,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1289,2,0
0,0,0,0,0,0,0,0,0,0,1,1,396,1168,2,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0,0,0,0,150,121,237,32,223,570,318,188,899,585,93,1
0,0,0,0,0,0,0,0,0,1,54,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1256,71,27,125,1
0,0,0,0,0,10,260,593,1,766,65,929,506,1,5,0
0,0,0,0,0,0,398,1,1,17,1,362,109,1,1,1
0,0,0,286,1,595,53,70,211,53,798,1,1,147,298,0
0,0,0,0,0,0,8,1,1,1,1,1,1,4,2,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,9,37,1,1,1,4,2,0
0,0,0,0,0,0,0,0,1,1,1,144,1,1,1,1
0,0,0,0,309,1,1,1,42,1,12,911,1212,38,1,1
0,0,0,0,0,0,0,0,0,83,1,3,1,1,5,0
0,0,0,0,0,1,1,1,1,1,98,1,971,335,2,0
0,0,0,0,0,0,0,0,0,0,75,1,75,339,1,1
0,0,0,0,0,0,0,0,1,1,256,1080,640,1109,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,196,1,1,1439,1,692,1,1
0,0,634,669,72,70,1033,127,447,24,882,543,1034,523,1035,1
0,0,0,0,0,0,0,0,0,0,0,1,1213,649,59,1
0,0,0,0,0,1,399,640,188,1,146,1,15,48,64,1
0,0,0,0,41,92,1,764,1,1,1214,863,55,92,280,1
0,0,0,0,0,0,0,8,755,1,1,1,1,4,2,0
0,0,459,1,1,1,62,52,205,436,1,12,1,259,1,1
0,0,0,0,0,1,1,1,615,969,181,209,190,1,43,1
0,0,0,0,0,0,0,0,943,400,1,944,35,1478,1,1
0,0,0,0,0,1215,1,1,1,406,1,24,1,341,1,0
0,0,0,0,0,0,0,9,1,1,199,1,1,4,2,0
0,0,0,0,0,0,0,1,35,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,283,151,69,440,1,662,804,1
0,0,0,0,0,0,6,720,1,1,696,1,814,1,5,0
0,0,0,0,0,0,0,0,0,39,1,1,1,110,1,1
0,0,0,0,0,21,412,849,1077,513,87,437,437,850,133,1
0,0,0,0,0,0,0,0,0,1,1,1,1,933,30,1
0,0,0,0,0,0,1,175,260,44,86,25,42,518,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,9,1,1,1,727,1,3,1,4,2,1
0,0,0,0,0,0,0,0,1,1,1,1,1,108,1,1
0,0,0,0,0,0,0,1,186,1,1,1101,1244,1,1,1
0,47,1,1296,1,797,1,1,1,1,1249,23,1,155,1,0
0,0,0,0,0,0,0,0,39,1,183,1345,364,28,1,1
0,0,0,0,0,0,0,0,0,1215,1,1,119,422,1,0
0,0,0,0,0,0,0,0,286,861,1,645,181,1,1126,0
0,0,0,0,0,0,21,1,1,68,157,1,125,55,315,1
0,0,0,0,0,21,412,849,1077,513,87,437,437,850,133,1
0,0,0,0,0,0,0,0,0,1,1,1,1,290,16,0
0,0,0,0,0,6,1,1,1,1,1,1,143,1,169,0
0,0,0,0,1,1,1,1,1,1,826,104,68,42,1,1
0,0,0,0,0,0,1,1,1,13,1,1,96,939,43,1
0,0,0,0,0,0,0,0,289,1,409,1,214,1,126,0
0,0,0,0,1,1,103,111,8,1,1,85,1,4,2,0
0,0,0,0,0,0,1,1,1,62,88,234,1,81,2,0
0,0,0,1,77,140,213,1,405,88,234,1,1,343,2,0
0,0,0,0,9,1416,1,1,85,1,1,134,1,4,2,0
0,0,0,0,0,0,10,66,1091,1,1,20,19,717,5,0
400,1,464,268,864,208,324,324,1,1,354,783,1,1,1,1
0,0,0,0,0,0,0,8,1412,345,1,561,1,4,2,0
0,0,0,0,0,105,176,1,1,26,1,1,1317,1,5,0
0,0,0,0,0,0,0,0,0,1,81,684,920,1,34,0
0,0,0,0,0,0,1,1,1,1,1490,1,13,7,2,0
0,0,0,0,0,0,0,0,8,1,101,1,1,4,2,0
0,0,0,0,0,0,0,1,116,165,357,1,1149,279,204,1
0,0,0,0,0,0,6,1403,1,1,153,1,284,190,5,0
0,0,0,0,0,0,0,1,1,1,1,1,506,1,2,0
0,0,0,0,0,0,0,9,1,282,1,191,1,7,2,0
0,0,0,0,0,0,0,0,0,0,9,1,1,7,2,0
0,0,0,0,0,0,0,0,118,392,578,1,1,1,1,1
0,0,0,0,0,6,1,1,1136,746,297,590,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,1,39,1,69,1,1,1,115,1,123,0
0,1343,103,142,699,1415,1,1,1,1,1,1376,1,2,16,0
0,0,0,0,0,0,0,0,1,1,560,1,1,1,192,1
0,0,0,0,0,0,0,0,0,0,0,115,1,1,1,1
0,0,0,0,0,0,0,836,968,1,969,150,263,15,45,1
0,0,0,0,0,0,0,221,3,476,1,1,1,1,2,0
0,0,0,0,0,0,0,0,9,1,1,199,1,4,2,0
0,0,0,0,0,0,0,0,0,515,180,1204,571,1,937,1
0,1,235,1,693,1,1,854,1,1079,611,1,1,1,1,1
0,0,0,0,637,756,962,1,1,1,40,1,1,35,1,1
0,0,0,0,0,0,0,1086,1184,1297,915,311,1185,236,1298,1
0,1,622,12,1003,1,924,87,1,1,1,46,1,1,1,1
0,0,0,0,0,0,0,0,740,74,1,746,128,1,251,1
0,0,0,0,0,0,0,0,0,0,0,1,1066,649,59,1
0,0,0,158,66,248,76,99,76,107,1052,497,200,1,1406,1
0,0,1087,1413,1,1,168,127,1414,458,206,521,3,606,337,1
0,0,0,0,0,0,0,0,0,252,780,417,1,96,1,1
0,0,0,0,0,0,0,6,1,1244,1,888,275,382,5,0
0,0,0,0,0,0,0,1,1,1,884,1,1,1,2,0
0,0,0,0,0,1227,248,1,176,1,153,3,1481,38,453,1
0,0,0,0,0,0,0,0,120,1475,1,122,127,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,623,1,1
0,0,0,0,0,0,0,0,0,0,162,734,1,1,968,1
0,0,0,0,0,1,1,1,760,1,1,1,268,137,16,0
0,0,0,0,0,0,0,0,0,504,1,304,628,2,16,0
0,0,0,0,0,0,1247,1140,1,357,477,1,24,187,553,1
0,0,0,0,0,0,0,0,0,303,193,1,346,1,1280,1
0,0,0,0,0,0,0,1415,1,1452,185,1,18,10,11,0
0,0,110,325,145,1318,847,1,696,1,150,416,15,48,64,1
0,0,0,0,1,1,205,1,1,1,305,78,389,852,1,1
0,0,0,0,0,1,374,273,1,109,59,1,49,116,775,1
0,0,0,0,0,0,0,0,8,828,174,1,1,4,2,0
0,0,0,1007,1,1,512,1,1,549,692,1004,1,116,1028,1
0,0,0,0,0,0,0,0,175,260,1,1,1,105,11,0
0,0,0,0,9,1,1,1,1,839,1,313,1,4,2,0
0,0,0,0,0,0,0,1,1029,1,1,542,1187,4,2,0
0,0,0,0,0,1,476,207,1,546,1,566,144,1446,1423,1
0,0,0,0,0,0,0,216,1192,1,1037,291,1,1,1092,1
0,0,0,0,0,0,6,405,1,1,84,1,1,359,5,0
0,0,0,0,1,396,89,102,1,1,1,1482,949,1,173,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,1,1,1,1,1,414,2,0
0,0,0,0,0,0,1,1,1,1,1,1,438,275,2,1
0,0,0,0,0,0,0,0,8,1,1,80,50,4,2,0
0,0,0,0,0,0,73,1,848,87,1,1,224,2,16,0
0,0,0,0,0,0,246,179,1,1,1,1,1,4,2,0
0,0,0,0,0,0,1,219,1453,827,1,1,162,1,1,1
0,0,0,0,0,0,0,1,1,1,1,1,33,1319,98,1
0,0,0,0,1,1,170,1,1,1,119,1,662,1,1,1
0,0,0,0,0,0,0,0,0,0,449,612,1265,203,271,1
0,0,0,0,0,1,1,3,1,1,1,1,1,1,2,0
0,0,0,0,0,0,0,0,1,134,1,1,149,275,2,0
0,0,0,0,0,236,738,1,1,195,1,1,1,147,646,1
0,0,0,0,0,0,0,0,10,380,1,1,1236,1,5,0
0,0,0,0,0,0,430,1,1,1,510,1,1,1,994,1
0,0,0,0,0,0,0,0,6,1366,1,1,194,190,5,0
0,0,0,0,0,0,0,0,0,26,71,1,1,155,43,0
0,0,0,0,0,0,0,0,0,1,943,1,1,1404,1051,0
0,0,0,47,25,329,369,55,31,144,205,294,1,802,16,0
0,0,0,0,0,0,0,0,0,147,505,1,1,1,250,1
0,0,0,0,514,555,1,1,1,1,68,1354,108,106,1,1
0,0,0,0,0,0,0,0,1009,1,109,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1112,124,1,355,1,1,1
0,0,0,0,0,0,0,0,0,0,0,405,124,902,1,1
0,0,0,0,0,0,0,0,67,52,1,480,27,7,2,0
0,0,1,528,1454,1,1,1,1,1,1,3,52,1,2,0
0,0,0,0,0,0,0,67,1,476,1,1,1,81,2,0
0,0,0,0,0,0,1,148,211,651,1,1,1,91,2,0
0,0,0,0,0,1029,359,1,925,1,1,1,1,1,2,0
0,0,0,0,0,451,1,52,212,1,194,1,1,1,2,0
0,0,0,695,1,1,1,1,1,51,425,1,1010,164,137,0
0,0,0,0,0,0,0,1,1,1,247,279,1,1,249,1
0,0,0,0,0,0,0,0,1,1,1,1,439,167,11,0
0,0,0,0,1,1,3,1,552,1,1,1,1,2,16,0
0,0,0,0,0,0,0,21,1,1,1,1,1,1,2,0
0,0,0,0,0,0,1,219,1453,827,1,1,162,1,1,1
0,0,0,0,0,0,1,1,195,61,1154,1,362,7,2,0
0,0,0,0,0,0,0,8,319,751,536,1,1,7,2,0
0,0,0,0,0,0,0,0,0,6,1,26,1000,1,5,0
0,0,0,0,0,0,0,1,406,12,3,1,197,529,2,0
0,0,0,0,0,0,0,118,76,1,1,86,222,1,90,1
0,0,0,0,0,0,0,0,0,0,0,0,1,69,1,1
0,0,0,0,1,1022,1,774,62,28,171,1,172,1,2,0
0,0,0,0,0,0,0,1011,1,1201,1197,1,1,884,30,1
0,0,0,0,0,0,0,9,433,1,253,1,1,4,2,0
0,0,0,0,0,0,0,0,0,67,26,1,1,1,1,0
0,0,0,221,255,640,188,561,1,112,1,1,88,234,372,1
0,0,0,0,0,6,1,1,1,1373,1,49,1,1,5,0
0,0,0,896,1,1,419,113,1,1,1362,1273,1,1,680,1
0,0,0,0,1,1240,1,541,174,1,124,3,632,1,633,1
0,0,0,0,0,0,445,919,1,1,1,1,1,1,1,0
0,0,0,0,1383,1,1,1,1158,158,1,784,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1215,1,1,1,2,0
0,0,0,0,0,0,1,464,1,478,1,744,188,46,16,0
0,0,0,0,0,0,0,1025,1,939,297,220,630,149,30,1
0,0,0,0,0,0,1,1,1,98,189,199,1,605,1,1
0,0,0,0,0,0,9,972,403,3,783,1,1,4,2,0
0,0,0,0,0,10,1,13,3,297,1,85,642,22,126,0
0,0,0,0,8,745,576,1,891,1,1,1,1,4,2,0
0,0,0,0,0,0,0,186,1,711,1,1,500,7,2,0
0,0,0,0,0,0,0,0,1,1,865,1,50,4,2,0
0,0,0,0,0,0,9,1,1,3,645,1267,866,4,2,0
0,0,0,0,580,1,499,1,1,1,1,1,1,259,771,1
0,0,0,0,235,1,1,1,1,1,1,1,384,1424,1,1
0,0,0,0,0,0,0,0,8,1,1,1,1,4,2,0
0,0,0,0,0,0,1,1,521,1,1,1,1,438,43,0
1,880,1172,310,27,78,417,283,1,222,1,1,1,1,1,1
0,0,0,0,0,0,699,380,1376,1,355,1,15,1070,1,0
1,1,1135,1,1364,1364,1,1365,1,1,13,1,1486,1,1,1
0,0,0,0,0,0,0,0,1,1,1,75,1,1155,1,0
0,0,0,0,150,121,237,32,223,570,318,188,899,585,93,1
0,0,0,0,0,0,0,0,0,37,1,1,1,430,1,1
0,0,0,0,0,0,0,47,1,1,701,227,1,1,90,1
0,0,0,0,0,0,0,0,1,556,1,62,904,78,488,1
0,0,0,0,0,0,0,0,1,1,577,69,1,1,170,1
0,0,0,0,0,0,0,0,0,0,426,1,3,1,1,1
0,0,0,0,0,137,16,34,1,100,1,73,751,69,1,0
0,0,97,230,121,237,168,604,69,1455,1012,1,805,48,64,1
0,0,0,0,21,1,1,1,1,1,1,1,1113,590,1044,1
0,0,0,0,0,0,0,0,360,1,1,1,1,1400,298,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,669,1,1
0,0,0,0,0,0,8,1,1,117,1,1,1,4,2,0
0,0,0,0,0,0,0,464,1,192,1,702,806,1207,250,1
0,0,0,0,0,0,44,650,1262,1,23,117,89,29,57,0
0,0,0,0,0,0,0,0,1,1,1,12,755,1089,54,1
0,0,0,0,0,0,0,0,0,0,10,1,3,1,5,0
0,0,0,0,0,0,0,0,0,306,1175,3,15,157,173,1
0,0,0,97,230,786,1159,1160,1,1,1,525,1,1,1,1
0,0,0,0,0,0,0,0,0,1300,986,1,1,1,1051,0
0,0,0,0,0,0,0,0,0,23,117,620,1,1,1,0
0,0,0,0,1,239,277,366,1,144,552,31,106,1,1,1
0,0,0,0,0,0,0,1,1,1,98,91,2,11,34,0
0,0,0,0,0,0,0,0,0,70,349,1,1,1,1,1
0,0,0,0,0,0,0,0,0,461,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,12,375,1,1,2,0
0,0,0,0,0,0,0,0,1,176,1,1261,346,1,64,1
0,0,0,0,0,0,0,0,0,1,1,1,676,206,43,1
0,0,0,0,0,0,0,0,0,0,9,1,1,7,2,0
0,0,0,0,0,0,0,0,0,0,83,1,65,1,5,0
0,0,0,0,0,0,0,0,58,1,1258,1,266,628,2,0
0,0,0,0,0,0,0,1,1,1,321,265,1,1,300,1
0,0,0,0,1,1,1,279,1,1342,1188,1299,73,1,443,1
0,0,0,0,0,0,1,1,1,219,1453,827,1,1,1006,1
0,0,0,0,0,0,0,105,1,1,22,1,871,1,5,0
0,0,0,0,0,0,0,0,0,0,449,612,1265,203,271,1
0,0,0,0,0,0,0,0,0,296,1,1,13,105,11,0
0,0,0,0,0,0,0,0,0,1,34,1,1,1,1,1
0,0,0,0,0,0,9,1,1,1075,1,785,837,4,2,1
0,0,0,0,0,0,0,0,0,288,1,1,1320,1,1,0
0,0,0,0,0,0,0,0,0,1,1,78,1481,68,1,1
0,0,0,0,0,0,1,1,1,432,1,1,955,7,2,0
0,0,0,0,0,0,0,23,117,87,1,1,29,660,2,0
0,0,0,0,0,0,0,0,0,67,105,1,1,1,13,0
0,0,0,0,0,0,0,0,1,1,1,1,1,46,16,0
0,0,0,0,434,370,1,1,3,1,1,1,1144,124,54,1
683,56,747,1217,565,477,250,364,166,867,296,204,55,296,280,1
0,0,0,0,70,1,1,1,148,1,1,1,1,46,2,0
0,0,0,0,0,0,0,0,0,0,1,1,1,167,11,0
0,0,0,0,0,0,0,0,0,246,179,1,1,4,2,0
0,0,0,0,0,0,0,0,0,790,476,1,13,7,2,0
0,0,0,0,0,0,0,6,1,1,1,153,1,1,5,0
0,0,0,0,0,0,0,267,1182,56,621,421,455,1295,231,1
0,0,0,1,352,1,1,1,1,300,213,263,279,24,271,1
0,0,0,0,0,0,0,0,0,676,1,707,1,1,54,0
0,0,0,0,0,1,1,3,1,584,1,3,1,1,1,1
0,0,0,0,0,0,10,1,1,3,1,1,35,1,5,0
0,0,0,0,0,0,1,1,1,1,1,13,7,2,16,0
0,0,0,0,370,1,1,1,752,1,1,423,28,171,1,0
0,0,0,288,622,1,1,177,42,1,1,1139,42,1,1,1
0,0,0,0,0,0,1,1,768,1,144,32,846,1,2,0
0,0,0,0,0,0,0,1,1,1,487,3,1,4,2,0
0,0,0,0,0,99,1312,1,1448,1315,94,1,1,1,241,1
0,0,0,0,0,0,0,0,0,0,1,1,1,363,1,1
0,0,0,0,0,0,1,671,61,124,282,590,32,38,271,1
0,0,0,1,577,197,1,1,350,465,1,1,307,116,1,1
0,0,0,0,979,1,707,1088,191,1,301,3,1,920,1,1
0,0,0,0,0,0,0,0,0,977,1,1,1132,1,2,0
0,0,0,0,0,1,1,294,264,1423,1,1,1,1,1,1
683,56,747,1217,565,477,250,364,166,867,296,204,55,296,280,1
0,0,0,0,0,0,0,0,228,1,1,1,146,1213,315,1
0,0,0,0,0,0,0,0,0,6,1,647,101,1369,1,0
0,0,0,0,0,83,302,1,1,1,1,3,1,1,5,0
0,0,0,0,0,0,0,9,100,1,1,931,239,4,2,0
0,0,0,0,0,0,47,25,369,1,1,1,129,1,2,0
0,0,0,0,0,0,0,0,47,350,1,1,1,149,43,0
0,0,0,0,0,0,0,0,10,186,1,596,1,1,5,0
0,0,0,0,0,0,0,1,1,1,18,6,219,655,1,0
0,0,0,1,1,1032,1,90,3,1,403,1,88,361,372,1
0,0,0,0,0,0,0,1,988,238,1,1,284,67,137,0
0,0,0,0,0,0,0,0,1,1,1,475,11,7,2,0
0,0,0,0,0,0,317,79,1,1,1,1483,1316,7,2,0
0,0,0,0,0,0,0,0,0,0,1102,1,53,909,1,1
0,0,0,0,1131,1,1,1,244,1,27,1,744,188,1254,1
0,0,0,0,0,0,0,0,130,223,1,36,1,1,30,0
0,0,0,0,0,0,0,9,1,96,1,143,1,4,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,584,1
0,0,0,0,0,0,0,0,9,1,84,74,1047,4,2,0
0,0,0,0,0,0,0,0,0,83,99,76,1,1,5,0
0,0,0,0,119,1056,1,1,44,72,222,1,1,456,1,1
0,0,0,0,0,0,0,0,130,1,1,1,103,111,2,0
0,0,0,0,0,0,0,0,0,0,449,193,385,829,45,1
0,0,0,0,0,0,1,1,1,1,1,1,129,1,1,0
0,0,0,0,0,0,0,0,0,0,0,39,1,1218,1,1
0,0,0,0,0,0,0,0,0,0,0,964,913,964,1,1
0,0,0,0,0,0,0,6,1235,463,1,504,143,525,5,0
0,0,0,0,0,0,0,0,0,1,1,1,1,354,1,0
70,349,1,1,865,49,1,1,1,1102,55,31,22,180,126,1
0,0,0,1,577,197,1,1,350,465,1,1,307,116,1,1
0,0,0,0,0,0,159,1,36,1,1219,26,1317,4,2,0
0,0,0,0,0,0,9,1070,345,1,1,1,1,4,2,0
0,0,0,0,0,0,1,1,1,338,1,1,189,1,2,1
0,0,0,0,0,0,0,0,0,267,703,1,417,50,90,0
0,0,0,0,0,893,1,1,1,1,309,1,199,1,192,1
0,0,0,0,0,0,179,1,24,38,271,652,1,742,758,1
0,0,0,0,306,68,166,639,1,277,439,1309,377,378,106,1
0,0,0,0,0,0,0,0,178,411,1,1,1,91,2,0
0,0,0,0,0,0,0,0,0,499,25,1,1,1,586,1
0,0,0,0,0,0,0,47,25,1366,13,7,20,19,6,0
0,0,0,0,0,0,0,458,1,1013,1,1249,18,6,255,0
0,980,240,86,25,1,227,1,708,1,18,6,1268,201,1,0
0,0,0,0,0,0,0,0,0,161,538,21,538,1108,1114,1
0,0,0,0,0,0,0,160,207,70,1,1,1,4,2,0
0,0,0,0,0,0,0,175,1402,372,1,1,135,1,1,1
0,0,0,0,0,0,6,1388,51,1,262,291,14,1,5,0
0,0,0,0,0,0,1,1,116,711,36,765,1,2,16,0
0,0,0,0,0,0,69,1,1,1,1,1,171,1,1,0
0,0,0,0,0,0,0,0,0,1,1,1,18,10,1,0
0,0,0,0,0,1,1,1,1,1,1,12,3,1,1,1
0,0,0,0,0,0,1,215,1,186,104,1,1,343,2,1
0,0,0,0,0,8,272,1,1,1,302,1,1,4,2,0
0,0,0,0,0,0,0,0,0,0,1,1,1,131,229,0
0,0,0,0,0,0,1172,116,165,1,1,1,138,279,204,1
0,0,1087,1413,1,1,168,127,1414,458,206,521,3,606,337,1
0,0,0,0,1,1240,1,541,174,1,124,3,632,1,633,1
0,0,1,960,92,42,1,239,1,1,1,368,1,1378,1,1
0,0,0,0,0,0,1,958,460,1242,1,448,1,3,337,1
0,0,0,0,0,0,0,0,0,67,1,1,1,1,1,0
0,0,0,0,0,0,26,1,840,72,1,14,1,807,1,0
0,0,0,1,1,1032,1,90,3,1,403,1,88,361,372,1
0,0,0,0,0,0,0,0,8,432,1,206,410,4,2,0
0,0,0,0,0,0,0,0,1,1,1,69,3,1,33,1
73,428,272,498,100,412,1242,136,75,759,313,152,1,429,1,1
0,0,0,0,0,0,9,21,1399,1,1,1,1,4,2,0
0,0,0,0,0,1,3,729,1,17,1074,186,1,91,2,0
0,0,0,0,0,0,0,1,1287,327,1,102,907,82,1,1
0,0,0,0,0,0,128,56,978,819,1,146,24,38,271,1
0,0,0,0,0,0,0,1,1,1,1,1,655,1,1,1
0,0,0,0,0,0,53,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,599,1350,1,1154,1,1,123,0
0,0,0,0,0,0,0,241,1,1,335,20,19,693,1,0
0,0,0,0,3,52,1,1,1,648,1,1,1,91,2,0
0,0,0,0,0,0,0,75,404,1473,1,723,1,268,137,0
0,0,0,21,873,1,1,1,851,1,1,1,575,1,1,0
0,0,0,0,0,0,0,0,0,545,1,1,430,1041,1,1
0,0,0,0,0,0,0,1,1,1,1,1,103,111,2,0
0,0,0,0,0,0,445,919,1,1,1,53,1,1,1428,0
0,0,0,0,0,0,1,464,478,1,18,8,14,7,2,0
0,0,0,0,0,0,0,0,0,0,302,1,1,1,1051,1
0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,0
0,0,0,0,0,0,0,0,9,14,26,540,1,7,2,0
0,0,0,0,0,0,0,0,6,1,800,46,1,1,169,0
